pipe:4, 9

169.811 2.427 -12.054
169.808 2.43 -12.089
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
179.808 -179.911 -179.886
179.798 -179.901 -179.868
179.801 -179.899 -179.841
179.805 -179.907 -179.854
179.816 -179.898 -179.859
179.816 -179.921 -179.877
179.82 -179.921 -179.872
179.81 -179.914 -179.843
179.82 -179.919 -179.854
179.826 -179.96 -179.859
179.815 -179.948 -179.856
179.811 -179.923 -179.86
179.81 -179.926 -179.873
179.816 -179.939 -179.883
179.816 -179.938 -179.876
179.814 -179.929 -179.877
179.797 -179.945 -179.874
179.796 -179.933 -179.879
179.787 -179.904 -179.861
179.797 -179.912 -179.879
179.791 -179.923 -179.895
179.774 -179.919 -179.873
timer_u: , 2.96439e-323 , timer_m: , 1.46186e+265 , Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
timer_u: , 8900 , timer_m: , 8.9 , Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
timer_u: , 8984 , timer_m: , 8.984 , Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
timer_u: , 8987 , timer_m: , 8.987 , Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
timer_u: , 9051 , timer_m: , 9.051 , Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
timer_u: , 8814 , timer_m: , 8.814 , Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
timer_u: , 8937 , timer_m: , 8.937 , Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
timer_u: , 8607 , timer_m: , 8.607 , Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
timer_u: , 8679 , timer_m: , 8.679 , Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
timer_u: , 8500 , timer_m: , 8.5 , Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
timer_u: , 8726 , timer_m: , 8.726 , Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
timer_u: , 8719 , timer_m: , 8.719 , Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
timer_u: , 8795 , timer_m: , 8.795 , Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
timer_u: , 8967 , timer_m: , 8.967 , Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
timer_u: , 8818 , timer_m: , 8.818 , Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
timer_u: , 8523 , timer_m: , 8.523 , Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
timer_u: , 8767 , timer_m: , 8.767 , Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
timer_u: , 8757 , timer_m: , 8.757 , Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
timer_u: , 8712 , timer_m: , 8.712 , Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
timer_u: , 9074 , timer_m: , 9.074 , Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
timer_u: , 8678 , timer_m: , 8.678 , Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
timer_u: , 8979 , timer_m: , 8.979 , Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
timer_u: , 9239 , timer_m: , 9.239 , Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
timer_u: , 8701 , timer_m: , 8.701 , Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
timer_u: , 9299 , timer_m: , 9.299 , Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
timer_u: , 9035 , timer_m: , 9.035 , Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
timer_u: , 9103 , timer_m: , 9.103 , Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
timer_u: , 8899 , timer_m: , 8.899 , Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
timer_u: , 9002 , timer_m: , 9.002 , Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
timer_u: , 8915 , timer_m: , 8.915 , Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
timer_u: , 8568 , timer_m: , 8.568 , Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
timer_u: , 9000 , timer_m: , 9 , Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
timer_u: , 8956 , timer_m: , 8.956 , Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
timer_u: , 8735 , timer_m: , 8.735 , Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
timer_u: , 9270 , timer_m: , 9.27 , Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
timer_u: , 9107 , timer_m: , 9.107 , Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
timer_u: , 9281 , timer_m: , 9.281 , Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
timer_u: , 9009 , timer_m: , 9.009 , Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
timer_u: , 8614 , timer_m: , 8.614 , Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
timer_u: , 8813 , timer_m: , 8.813 , Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
timer_u: , 8519 , timer_m: , 8.519 , Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
timer_u: , 8643 , timer_m: , 8.643 , Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
timer_u: , 8802 , timer_m: , 8.802 , Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
timer_u: , 8809 , timer_m: , 8.809 , Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
timer_u: , 16170 , timer_m: , 16.17 , Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
timer_u: , 15658 , timer_m: , 15.658 , Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
timer_u: , 15543 , timer_m: , 15.543 , Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
timer_u: , 15827 , timer_m: , 15.827 , Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
timer_u: , 14793 , timer_m: , 14.793 , Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
timer_u: , 8648 , timer_m: , 8.648 , Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
timer_u: , 8737 , timer_m: , 8.737 , Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
timer_u: , 8594 , timer_m: , 8.594 , Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
timer_u: , 8578 , timer_m: , 8.578 , Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
timer_u: , 8788 , timer_m: , 8.788 , Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
timer_u: , 8719 , timer_m: , 8.719 , Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
timer_u: , 8736 , timer_m: , 8.736 , Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
timer_u: , 14803 , timer_m: , 14.803 , Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
timer_u: , 8909 , timer_m: , 8.909 , Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
timer_u: , 8754 , timer_m: , 8.754 , Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
timer_u: , 8880 , timer_m: , 8.88 , Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
timer_u: , 8786 , timer_m: , 8.786 , Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
timer_u: , 8556 , timer_m: , 8.556 , Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
timer_u: , 8663 , timer_m: , 8.663 , Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
timer_u: , 9004 , timer_m: , 9.004 , Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
timer_u: , 8986 , timer_m: , 8.986 , Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
timer_u: , 9378 , timer_m: , 9.378 , Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
timer_u: , 8927 , timer_m: , 8.927 , Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
timer_u: , 8976 , timer_m: , 8.976 , Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
timer_u: , 9196 , timer_m: , 9.196 , Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
timer_u: , 9411 , timer_m: , 9.411 , Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
timer_u: , 8775 , timer_m: , 8.775 , Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
timer_u: , 8713 , timer_m: , 8.713 , Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
timer_u: , 8625 , timer_m: , 8.625 , Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
timer_u: , 9155 , timer_m: , 9.155 , Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
timer_u: , 9287 , timer_m: , 9.287 , Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
timer_u: , 9100 , timer_m: , 9.1 , Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
timer_u: , 9421 , timer_m: , 9.421 , Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
timer_u: , 8913 , timer_m: , 8.913 , Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
timer_u: , 8829 , timer_m: , 8.829 , Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
timer_u: , 9257 , timer_m: , 9.257 , Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
timer_u: , 9511 , timer_m: , 9.511 , Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
timer_u: , 9186 , timer_m: , 9.186 , Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
timer_u: , 8789 , timer_m: , 8.789 , Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
timer_u: , 8953 , timer_m: , 8.953 , Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
timer_u: , 8618 , timer_m: , 8.618 , Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
timer_u: , 8727 , timer_m: , 8.727 , Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
timer_u: , 9165 , timer_m: , 9.165 , Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
timer_u: , 8642 , timer_m: , 8.642 , Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
timer_u: , 8791 , timer_m: , 8.791 , Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
timer_u: , 8683 , timer_m: , 8.683 , Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
timer_u: , 8876 , timer_m: , 8.876 , Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
timer_u: , 9736 , timer_m: , 9.736 , Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
timer_u: , 9212 , timer_m: , 9.212 , Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
timer_u: , 8705 , timer_m: , 8.705 , Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
timer_u: , 8818 , timer_m: , 8.818 , Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
timer_u: , 8784 , timer_m: , 8.784 , Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
timer_u: , 8765 , timer_m: , 8.765 , Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
timer_u: , 8872 , timer_m: , 8.872 , Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
timer_u: , 11711 , timer_m: , 11.711 , Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
timer_u: , 16041 , timer_m: , 16.041 , Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
timer_u: , 16042 , timer_m: , 16.042 , Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
timer_u: , 16070 , timer_m: , 16.07 , Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
timer_u: , 16513 , timer_m: , 16.513 , Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
timer_u: , 15479 , timer_m: , 15.479 , Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
timer_u: , 15788 , timer_m: , 15.788 , Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
timer_u: , 15688 , timer_m: , 15.688 , Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
timer_u: , 15553 , timer_m: , 15.553 , Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
Finial wheel Power: , FL: , 1950 , FR: , 1950 , BR: , 1950 , BL , 1950
Finial wheel Power: , FL: , 1900 , FR: , 1900 , BR: , 1900 , BL , 1900
Finial wheel Power: , FL: , 1850 , FR: , 1850 , BR: , 1850 , BL , 1850
Finial wheel Power: , FL: , 1800 , FR: , 1800 , BR: , 1800 , BL , 1800
Finial wheel Power: , FL: , 1750 , FR: , 1750 , BR: , 1750 , BL , 1750
Finial wheel Power: , FL: , 1700 , FR: , 1700 , BR: , 1700 , BL , 1700
Finial wheel Power: , FL: , 1650 , FR: , 1650 , BR: , 1650 , BL , 1650
Finial wheel Power: , FL: , 1600 , FR: , 1600 , BR: , 1600 , BL , 1600
Finial wheel Power: , FL: , 1550 , FR: , 1550 , BR: , 1550 , BL , 1550
Finial wheel Power: , FL: , 1500 , FR: , 1500 , BR: , 1500 , BL , 1500
Finial wheel Power: , FL: , 1450 , FR: , 1450 , BR: , 1450 , BL , 1450
Finial wheel Power: , FL: , 1400 , FR: , 1400 , BR: , 1400 , BL , 1400
Finial wheel Power: , FL: , 1350 , FR: , 1350 , BR: , 1350 , BL , 1350
Finial wheel Power: , FL: , 1300 , FR: , 1300 , BR: , 1300 , BL , 1300
Finial wheel Power: , FL: , 1250 , FR: , 1250 , BR: , 1250 , BL , 1250
Finial wheel Power: , FL: , 1200 , FR: , 1200 , BR: , 1200 , BL , 1200
Finial wheel Power: , FL: , 1150 , FR: , 1150 , BR: , 1150 , BL , 1150
Finial wheel Power: , FL: , 1100 , FR: , 1100 , BR: , 1100 , BL , 1100
Finial wheel Power: , FL: , 1050 , FR: , 1050 , BR: , 1050 , BL , 1050
Finial wheel Power: , FL: , 1000 , FR: , 1000 , BR: , 1000 , BL , 1000
Finial wheel Power: , FL: , 950 , FR: , 950 , BR: , 950 , BL , 950
Finial wheel Power: , FL: , 900 , FR: , 900 , BR: , 900 , BL , 900
Finial wheel Power: , FL: , 850 , FR: , 850 , BR: , 850 , BL , 850
Finial wheel Power: , FL: , 800 , FR: , 800 , BR: , 800 , BL , 800
Finial wheel Power: , FL: , 750 , FR: , 750 , BR: , 750 , BL , 750
Finial wheel Power: , FL: , 700 , FR: , 700 , BR: , 700 , BL , 700
Finial wheel Power: , FL: , 650 , FR: , 650 , BR: , 650 , BL , 650
Finial wheel Power: , FL: , 600 , FR: , 600 , BR: , 600 , BL , 600
Finial wheel Power: , FL: , 550 , FR: , 550 , BR: , 550 , BL , 550
Finial wheel Power: , FL: , 500 , FR: , 500 , BR: , 500 , BL , 500
Finial wheel Power: , FL: , 450 , FR: , 450 , BR: , 450 , BL , 450
Finial wheel Power: , FL: , 400 , FR: , 400 , BR: , 400 , BL , 400
Finial wheel Power: , FL: , 350 , FR: , 350 , BR: , 350 , BL , 350
Finial wheel Power: , FL: , 300 , FR: , 300 , BR: , 300 , BL , 300
Finial wheel Power: , FL: , 250 , FR: , 250 , BR: , 250 , BL , 250
Finial wheel Power: , FL: , 200 , FR: , 200 , BR: , 200 , BL , 200
Finial wheel Power: , FL: , 150 , FR: , 150 , BR: , 150 , BL , 150
Finial wheel Power: , FL: , 100 , FR: , 100 , BR: , 100 , BL , 100
Finial wheel Power: , FL: , 50 , FR: , 50 , BR: , 50 , BL , 50
angle: , -0.244995 ,  angle correction power: , -0 ,  wheelPowerCorectionFactor: , 1 , BeforeAnglePIDWheelPower: , 0 , timer_u: , 15485 , timer_m: , 15.485 , Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
angle: , -0.25 ,  angle correction power: , -0 ,  wheelPowerCorectionFactor: , 1 , BeforeAnglePIDWheelPower: , 0 , timer_u: , 793223 , timer_m: , 793.223 , Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
angle: , -0.25 ,  angle correction power: , -0 ,  wheelPowerCorectionFactor: , 1 , BeforeAnglePIDWheelPower: , 0 , timer_u: , 8790 , timer_m: , 8.79 , Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
angle: , -0.248993 ,  angle correction power: , -0 ,  wheelPowerCorectionFactor: , 1 , BeforeAnglePIDWheelPower: , 0 , timer_u: , 15899 , timer_m: , 15.899 , Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
angle: , 0.054 ,  angle correction power: , 0 ,  wheelPowerCorectionFactor: , 1 , BeforeAnglePIDWheelPower: , 0 , timer_u: , 16296 , timer_m: , 16.296 , Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
angle: , 0.169 ,  angle correction power: , 0 ,  wheelPowerCorectionFactor: , 1 , BeforeAnglePIDWheelPower: , 0 , timer_u: , 15959 , timer_m: , 15.959 , Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
angle: , 0.443 ,  angle correction power: , 0 ,  wheelPowerCorectionFactor: , 1 , BeforeAnglePIDWheelPower: , 0 , timer_u: , 15613 , timer_m: , 15.613 , Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
angle: , 0.856 ,  angle correction power: , 0 ,  wheelPowerCorectionFactor: , 1 , BeforeAnglePIDWheelPower: , 0 , timer_u: , 16659 , timer_m: , 16.659 , Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
angle: , 1.167 ,  angle correction power: , 0 ,  wheelPowerCorectionFactor: , 1 , BeforeAnglePIDWheelPower: , 0 , timer_u: , 17063 , timer_m: , 17.063 , Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
angle: , 0.896 ,  angle correction power: , 0 ,  wheelPowerCorectionFactor: , 1 , BeforeAnglePIDWheelPower: , 0 , timer_u: , 15931 , timer_m: , 15.931 , Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
angle: , 0.621 ,  angle correction power: , 0 ,  wheelPowerCorectionFactor: , 1 , BeforeAnglePIDWheelPower: , 0 , timer_u: , 16303 , timer_m: , 16.303 , Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
angle: , 0.391 ,  angle correction power: , 0 ,  wheelPowerCorectionFactor: , 1 , BeforeAnglePIDWheelPower: , 0 , timer_u: , 16181 , timer_m: , 16.181 , Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
angle: , 0.119 ,  angle correction power: , 0 ,  wheelPowerCorectionFactor: , 1 , BeforeAnglePIDWheelPower: , 0 , timer_u: , 15861 , timer_m: , 15.861 , Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
angle: , 0.163 ,  angle correction power: , 0 ,  wheelPowerCorectionFactor: , 1 , BeforeAnglePIDWheelPower: , 0 , timer_u: , 15908 , timer_m: , 15.908 , Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
angle: , -0.0709991 ,  angle correction power: , 0 ,  wheelPowerCorectionFactor: , 1 , BeforeAnglePIDWheelPower: , 0 , timer_u: , 16287 , timer_m: , 16.287 , Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
angle: , -0.570007 ,  angle correction power: , 0 ,  wheelPowerCorectionFactor: , 1 , BeforeAnglePIDWheelPower: , 0 , timer_u: , 16262 , timer_m: , 16.262 , Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
angle: , -0.623993 ,  angle correction power: , 0 ,  wheelPowerCorectionFactor: , 1 , BeforeAnglePIDWheelPower: , 0 , timer_u: , 17575 , timer_m: , 17.575 , Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
angle: , -0.988007 ,  angle correction power: , 0 ,  wheelPowerCorectionFactor: , 1 , BeforeAnglePIDWheelPower: , 0 , timer_u: , 18230 , timer_m: , 18.23 , Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
angle: , -0.903 ,  angle correction power: , 0 ,  wheelPowerCorectionFactor: , 1 , BeforeAnglePIDWheelPower: , 0 , timer_u: , 16778 , timer_m: , 16.778 , Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
angle: , -0.684006 ,  angle correction power: , 0 ,  wheelPowerCorectionFactor: , 1 , BeforeAnglePIDWheelPower: , 0 , timer_u: , 16119 , timer_m: , 16.119 , Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
