pipe:4, 9

Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
Finial wheel Power: , FL: , 1950 , FR: , 1950 , BR: , 1950 , BL , 1950
Finial wheel Power: , FL: , 1900 , FR: , 1900 , BR: , 1900 , BL , 1900
Finial wheel Power: , FL: , 1850 , FR: , 1850 , BR: , 1850 , BL , 1850
Finial wheel Power: , FL: , 1800 , FR: , 1800 , BR: , 1800 , BL , 1800
Finial wheel Power: , FL: , 1750 , FR: , 1750 , BR: , 1750 , BL , 1750
Finial wheel Power: , FL: , 1700 , FR: , 1700 , BR: , 1700 , BL , 1700
Finial wheel Power: , FL: , 1650 , FR: , 1650 , BR: , 1650 , BL , 1650
Finial wheel Power: , FL: , 1600 , FR: , 1600 , BR: , 1600 , BL , 1600
Finial wheel Power: , FL: , 1550 , FR: , 1550 , BR: , 1550 , BL , 1550
Finial wheel Power: , FL: , 1500 , FR: , 1500 , BR: , 1500 , BL , 1500
Finial wheel Power: , FL: , 1450 , FR: , 1450 , BR: , 1450 , BL , 1450
Finial wheel Power: , FL: , 1400 , FR: , 1400 , BR: , 1400 , BL , 1400
Finial wheel Power: , FL: , 1350 , FR: , 1350 , BR: , 1350 , BL , 1350
Finial wheel Power: , FL: , 1300 , FR: , 1300 , BR: , 1300 , BL , 1300
Finial wheel Power: , FL: , 1250 , FR: , 1250 , BR: , 1250 , BL , 1250
Finial wheel Power: , FL: , 1200 , FR: , 1200 , BR: , 1200 , BL , 1200
Finial wheel Power: , FL: , 1150 , FR: , 1150 , BR: , 1150 , BL , 1150
Finial wheel Power: , FL: , 1100 , FR: , 1100 , BR: , 1100 , BL , 1100
Finial wheel Power: , FL: , 1050 , FR: , 1050 , BR: , 1050 , BL , 1050
Finial wheel Power: , FL: , 1000 , FR: , 1000 , BR: , 1000 , BL , 1000
Finial wheel Power: , FL: , 950 , FR: , 950 , BR: , 950 , BL , 950
Finial wheel Power: , FL: , 900 , FR: , 900 , BR: , 900 , BL , 900
Finial wheel Power: , FL: , 850 , FR: , 850 , BR: , 850 , BL , 850
Finial wheel Power: , FL: , 800 , FR: , 800 , BR: , 800 , BL , 800
Finial wheel Power: , FL: , 750 , FR: , 750 , BR: , 750 , BL , 750
Finial wheel Power: , FL: , 700 , FR: , 700 , BR: , 700 , BL , 700
Finial wheel Power: , FL: , 650 , FR: , 650 , BR: , 650 , BL , 650
Finial wheel Power: , FL: , 600 , FR: , 600 , BR: , 600 , BL , 600
Finial wheel Power: , FL: , 550 , FR: , 550 , BR: , 550 , BL , 550
Finial wheel Power: , FL: , 500 , FR: , 500 , BR: , 500 , BL , 500
Finial wheel Power: , FL: , 450 , FR: , 450 , BR: , 450 , BL , 450
Finial wheel Power: , FL: , 400 , FR: , 400 , BR: , 400 , BL , 400
Finial wheel Power: , FL: , 350 , FR: , 350 , BR: , 350 , BL , 350
Finial wheel Power: , FL: , 300 , FR: , 300 , BR: , 300 , BL , 300
Finial wheel Power: , FL: , 250 , FR: , 250 , BR: , 250 , BL , 250
Finial wheel Power: , FL: , 200 , FR: , 200 , BR: , 200 , BL , 200
Finial wheel Power: , FL: , 150 , FR: , 150 , BR: , 150 , BL , 150
Finial wheel Power: , FL: , 100 , FR: , 100 , BR: , 100 , BL , 100
Finial wheel Power: , FL: , 50 , FR: , 50 , BR: , 50 , BL , 50
Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
FL:      0 FR:      0 BR:      0 BLL      0
wheels[indexEncoderToUse].encoderGoal:-38250 encoderToUse:0
error_new:-38250 CurError-38250
angle: , 0.15 ,  angle correction power: , 22.5 ,  wheelPowerCorectionFactor: , 1 , BeforeAnglePIDWheelPower: , 0Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
FL:  -1994 FR:  -1985 BR:  -1889 BLL  -1984
wheels[indexEncoderToUse].encoderGoal:-38250 encoderToUse:-1889
error_new:-36361 CurError-74611
angle: , 0.155 ,  angle correction power: , 23.25 ,  wheelPowerCorectionFactor: , 1 , BeforeAnglePIDWheelPower: , 0Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
FL:  -2066 FR:  -2054 BR:  -1957 BLL  -2058
wheels[indexEncoderToUse].encoderGoal:-38250 encoderToUse:-1957
error_new:-36293 CurError-110904
angle: , 0.155 ,  angle correction power: , 23.25 ,  wheelPowerCorectionFactor: , 1 , BeforeAnglePIDWheelPower: , 0Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
FL:  -2140 FR:  -2126 BR:  -2026 BLL  -2132
wheels[indexEncoderToUse].encoderGoal:-38250 encoderToUse:-2026
error_new:-36224 CurError-147128
angle: , 0.223 ,  angle correction power: , 33.45 ,  wheelPowerCorectionFactor: , 1 , BeforeAnglePIDWheelPower: , 0Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
FL:  -2214 FR:  -2199 BR:  -2096 BLL  -2208
wheels[indexEncoderToUse].encoderGoal:-38250 encoderToUse:-2096
error_new:-36154 CurError-183282
angle: , -0.244003 ,  angle correction power: , -36.6005 ,  wheelPowerCorectionFactor: , 1 , BeforeAnglePIDWheelPower: , 0Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
FL:  -2287 FR:  -2270 BR:  -2164 BLL  -2284
wheels[indexEncoderToUse].encoderGoal:-38250 encoderToUse:-2164
error_new:-36086 CurError-219368
angle: , 0.059 ,  angle correction power: , 8.85 ,  wheelPowerCorectionFactor: , 1 , BeforeAnglePIDWheelPower: , 0Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
FL:  -2362 FR:  -2343 BR:  -2234 BLL  -2361
wheels[indexEncoderToUse].encoderGoal:-38250 encoderToUse:-2234
error_new:-36016 CurError-255384
angle: , 0.379 ,  angle correction power: , 56.85 ,  wheelPowerCorectionFactor: , 1 , BeforeAnglePIDWheelPower: , 0Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
FL:  -2437 FR:  -2416 BR:  -2304 BLL  -2438
wheels[indexEncoderToUse].encoderGoal:-38250 encoderToUse:-2304
error_new:-35946 CurError-291330
angle: , 0.41 ,  angle correction power: , 61.5 ,  wheelPowerCorectionFactor: , 1 , BeforeAnglePIDWheelPower: , 0Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
FL:  -2513 FR:  -2489 BR:  -2375 BLL  -2515
wheels[indexEncoderToUse].encoderGoal:-38250 encoderToUse:-2375
error_new:-35875 CurError-327205
angle: , 0.214 ,  angle correction power: , 32.1 ,  wheelPowerCorectionFactor: , 1 , BeforeAnglePIDWheelPower: , 0Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
FL:  -2589 FR:  -2563 BR:  -2446 BLL  -2593
wheels[indexEncoderToUse].encoderGoal:-38250 encoderToUse:-2446
error_new:-35804 CurError-363009
angle: , 0.148 ,  angle correction power: , 22.2 ,  wheelPowerCorectionFactor: , 1 , BeforeAnglePIDWheelPower: , 0Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
FL:  -2665 FR:  -2638 BR:  -2518 BLL  -2670
wheels[indexEncoderToUse].encoderGoal:-38250 encoderToUse:-2518
error_new:-35732 CurError-398741
angle: , 0.016 ,  angle correction power: , 2.4 ,  wheelPowerCorectionFactor: , 1 , BeforeAnglePIDWheelPower: , 0Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
FL:  -2742 FR:  -2711 BR:  -2590 BLL  -2749
wheels[indexEncoderToUse].encoderGoal:-38250 encoderToUse:-2590
error_new:-35660 CurError-434401
angle: , 0.201 ,  angle correction power: , 30.15 ,  wheelPowerCorectionFactor: , 1 , BeforeAnglePIDWheelPower: , 0Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
FL:  -2820 FR:  -2787 BR:  -2663 BLL  -2829
wheels[indexEncoderToUse].encoderGoal:-38250 encoderToUse:-2663
error_new:-35587 CurError-469988
angle: , 0.206 ,  angle correction power: , 30.9 ,  wheelPowerCorectionFactor: , 1 , BeforeAnglePIDWheelPower: , 0Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
FL:  -2896 FR:  -2862 BR:  -2734 BLL  -2907
wheels[indexEncoderToUse].encoderGoal:-38250 encoderToUse:-2734
error_new:-35516 CurError-505504
angle: , 0.212 ,  angle correction power: , 31.8 ,  wheelPowerCorectionFactor: , 1 , BeforeAnglePIDWheelPower: , 0Finial wheel Power: , FL: , 0 , FR: , 0 , BR: , 0 , BL , 0
FL:  -2972 FR:  -2937 BR:  -2804 BLL  -2981
wheels[indexEncoderToUse].encoderGoal:-38250 encoderToUse:-2804
error_new:-35446 CurError-540950
